rank,artist,track,scrobbles,lyrics,has_lyrics,lyrics_length,lyrics_word_count,lyrics_cache_path,tracks_fetched_at,compiled_at
45,Beastie Boys,Jimmy James,58,"This next one is the first song on our new album

People, how you doin'? There's a new day dawnin'
For the Earth Mother, it's a brand new mornin'
For such a long while, there's been such a longin'
But now the sun is shinin', let's roll back the awnin'

Mo-mo-mo
Mo-mo-mo
Mo-mo-mo-mo
Move your body

This a type of kinda like a formal dedication
Givin' out a shout for much inspiration
All I ever really want to do is get nice
Get loose and goof a little slice of life
Sendin' out love to all corners ...",True,1201,232,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beastie_boys/jimmy_james.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.934420
46,The Cult,Black Sun,58,"Don't you hit that defenseless child
What gives you that empty right?
Carry that for the rest of your life
Carry that for the rest of time
Did they hold you down?
Oh yeah
Did they push you around?
Oh yeah-yeah
Burning in the black sun
Like a jackle on the run, well
Burning in the black sun
Burning up in the black sun, whoa yeah
Rotten apples every one, ay
Look at them
Look at them run
Guilty now for what they have done
Did they hold you down?
Whoa yeah-yeah
Did they push you around?
Whoa yeah-ye...",True,1715,340,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/cult_the/black_sun.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.934651
47,U2,All I Want Is You,58,"You say you want
Diamonds on a ring of gold
You say you want
Your story to remain untold

But all the promises we made
From the cradle to the grave
When all I want is you

You say you'll give me
A highway with no one on it
Treasure just to look upon it
All the riches in the night

You say you'll give me
Eyes in the moon of blindness
A river in a time of dryness
A harbour in the tempest

But all the promises we make
From the cradle to the grave
When all I want is you

You say you want
Your love t...",True,791,173,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/u2/all_i_want_is_you.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.934966
48,Nine Inch Nails,Only,57,"I'm becoming less defined as days go by
Fading away and well, you might say I'm losing focus
Kinda drifting into the abstract
In terms of how I see myself
Sometimes I think I can see right through myself
Sometimes I think I can see right through myself
(I think sometimes I can see right through myself)

Less concerned about fitting into the world
Your world, that is
'Cause it doesn't really matter anymore
(No, it doesn't really matter anymore)
No, it doesn't really matter anymore
None of this re...",True,1705,345,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/nine_inch_nails/only.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.935277
49,Led Zeppelin,Trampled Under Foot,56,"Greased and slicked down fine
Groovy leather trim
I like the way you hold the road
Mama, it ain't no sin

Talking 'bout love
Talking 'bout love
Talking 'bout

Ooh, trouble-free transmission
Helps your oils flow
Mama, let me pump your gas
Mama, let me do it all

Talking 'bout love
Talking 'bout love
Talking 'bout

Check that heavy metal
Underneath your hood
Baby, I can work all night
Believe I got the perfect tools

Talking 'bout love
Talking 'bout love
Talking 'bout

A model built for comfort
Re...",True,1909,343,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/led_zeppelin/trampled_under_foot.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.935609
50,Van Halen,I'll Wait,56,"You've got me captured, I'm under your spell
I guess I'll never learn
I have your picture, yes, I know it well
Another page is turned
Are you for real? It's so hard to tell
From just a magazine
Yeah, you just smile and the picture sells
Look what that does to me

I'll wait 'til your love comes down
I'm coming straight for your heart
No way you can stop me now
As fine as you are

I wrote a letter and told her these words
That meant a lot to me
I never sent it, she wouldn't have heard
Her eyes do ...",True,1195,243,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/van_halen/ill_wait.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.935916
51,Death from Above 1979,Pull Out,55,"Oh, I love my girl, I want to get her off
Turn the lights up so I can see
Turn the lights up
Turn the lights up

1-2-3
Push in, push in, push in
Push in, push in
1-2-3

Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)
Pull out (Pull out)

Let your spirit free, you've gotta
Let your spirit free, you've gotta
Let your spirit free, you've gotta
Let your spirit free, you've gotta
Let your spirit free
Let your ...",True,917,183,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/pull_out.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.936227
52,Duran Duran,Save a Prayer,55,"You saw me standing by the wall
Corner of a main street
And the lights are flashing on your window sill
All alone ain't much fun
So you're looking for the thrill
And you know just what it takes
And where to go

Don't say a prayer for me now
Save it till the morning after
No, don't say a prayer for me now
Save it till the morning after

Feel the breeze deep on the inside
Look you down into your well (Do-do-do-do-do)
If you can, you'll see the world in all his fire (Do-do-do-do-do)
Take a chance l...",True,1659,315,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/duran_duran/save_a_prayer.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.936562
53,Queens of the Stone Age,Long Slow Goodbye,55,"Where have you gone again, my sweet?
Everybody wants to know
Where have you gone again, my sweet?
Everybody wants to know

Where you gone?
Where you gone? Oh-oh

I'm just a ghost, I'm on your street
Waitin', when you comin' home?
I'm just a ghost, I'm on your street
Waitin', when you comin' home?

Gone so long, oh
Where you gone?

On a long slow goodbye?
On a long slow goodbye?

In every voice, I hear you speak
Waitin' by the telephone
I close my eyes, I just can't sleep
Roll and tumble all nigh...",True,843,164,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/long_slow_goodbye.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.936831
54,Dave Grohl,Mantra,54,"A vision of you there
Standing tall
By the gate
Everything is new
Stare into
What is not
Yet
As your bones grow
And you feel the pain
In exchange
Experiences hang
Run round your mind
And collide
Hang your toes
Over the edge
Cause you can
You can switch your place
Hide inside
If you try
You'll open up your eyes
And realize
How you fit
In the wild
A lion is a lion
No apologies
And a leash
Is a leech
In the corral
You're safe and warm
Pass it on to
Every sheep
Time and time again
You stick yourself...",True,1317,272,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/dave_grohl/mantra.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.937128
55,Eagles of Death Metal,Cheap Thrills,54,"Can't afford no
(Cheap thrills)
(Whatcha doin'?)
I'm spendin time
(Whatcha doin'?)
Got my last dime
(Catch a fast babe)
I'm gonna try
(Catch a fast babe)
I'm gonna try
I see red
When my back's against the wall
I see red
Like the ocean when it's standing at the end
Of what your looking for
I see red
And that's all
(Whatcha doin'?)
I'm spending time
(Whatcha doin'?)
Got my last dime
(Catch a fast babe)
I'm on the sly
(Catch a fast babe)
I'm gonna try
Can't afford no
(Cheap thrills)",True,484,93,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/eagles_of_death_metal/cheap_thrills.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.937375
56,Mad Season,X-Ray Mind,54,"Do the laughs die when
One such as I run
And allow myself
Time for own true need
When convincing me
That you're on my team
May not lie to me
But not mentionin'

So sit back and have
An hysterical
Laugh at tiny holes
Buy and trade men's souls

X-ray mind reads
Plenty
Worth no more than
Pennies

You, they, it, or what
Have been fair, I thought
May you never free
You from you or me
See, the more I think
I'm afraid to blink
I don't move an inch
Slowly draining me

Hire a spy and
Bug me
Pimp your fri...",True,565,115,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/mad_season/x_ray_mind.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.937615
57,Daft Punk,Aerodynamic,53,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.937643
58,Queens of the Stone Age,You Can't Quit Me Baby,53,"It's a mistake, but who knows?
Followed you home, crawled in your window
This life is a trip when you're psycho in love
And I know, oh-oh-oh-oh-oh
Oh-oh

Followed your friends, you were not there
Slashed and I cut, I bled in the sink
Heard what you said, and you're laughin', maybe
Slashed and I cut, and I do it for you
I want you to notice when I'm not around
Wherever you are, oh-ah-ah-ah-ah
Oh-ah, oh-oh-oh-ah-ah-ah
Ah-ah-ah, oh-oh


(Oh-oh-oh) You're solid gold, I'll see you in hell
(Oh-oh-oh) ...",True,700,119,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/you_cant_quit_me_baby.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.937899
59,The Dining Rooms,Invocation,53,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.937928
60,The Fixx,One Thing Leads To Another,53,"The deception with tact
Just what are you trying to say?
You got a blank face, which irritates
Communicate, pull out your party piece
You see dimensions in two
State your case with black or white
But when one little cross leads to shots, grit your teeth
You run for cover, so discreet

Why don't they do what they say? Say what you mean
Oh, baby, one thing leads to another
You told me something wrong, I know I listened too long
But then one thing leads to another

The impression that you sell
Pass...",True,1987,378,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/fixx_the/one_thing_leads_to_another.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.938187
61,Ian Astbury,High Time Amplifier,52,"Take it high, let it ride, yeah love is on the rise
Take it high, let it ride, yeah love is on the rise
I got a high time amplifier, a high time amplifier, I feel good yeah
I got a high time amplifier, a high time amplifier, I feel good yeah
I got a high time amplifier, a high time amplifier, I feel good yeah
I see a star in her eye sky, that totally mystifies me, that totally mystifies me
I got a high time amplifier, a high time amplifier, I feel good yeah
So I'll knock it out of, the world it ...",True,2049,432,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/ian_astbury/high_time_amplifier.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.938435
62,Operatica,Under the Desert Sky,52,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.938460
63,The Prodigy,Climbatize,52,,False,0,0,,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.938483
64,Death from Above 1979,Romantic Rights,51,"Your romantic rights are all that you got
Push them down, son, it's more than just lip
C'mon, girls, I know you know what you want
C'mon, c'mon now and give them all shh
You're beating walls now you just won't quit
You play with shapes but they just won't fit
I know you love me, you don't know what you like
You're watching TV, I stay up all night

I don't need you, I want you
I don't need you, I want you

South Carolina kid is heating things up
His wounds are bleeding and we're filling the cup
T...",True,1340,271,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/death_from_above_1979/romantic_rights.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.938800
65,Beck,Hell Yes,50,"Looking for my place on assembly lines
Fake prizes rising out of the bombholes
Skeleton boys hyped up on purple
Smoke rings blow from across the disco
Bank notes burn like broken equipment
Looking for shelter, readjust your position
Thought control, ghost written confessions
Two dimensions, dumb your head down
Duck, don't look now, company missiles
Power is raunchy, rent-a-cops are watching
Making their dreams out of papier-mâché
Cliche wasted hate taste tested

(Hell yes) I'm moving this way, I...",True,1540,262,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/beck/hell_yes.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.939104
66,Jack White,Sixteen Saltines,50,"Woo

She's got stickers on her locker
And the boy's number's there in magic marker
I'm hungry and the hunger will linger
I eat sixteen saltine crackers, then I lick my fingers
Well, every morning, I deliver the news
Black hat, white shoes and I'm red all over
She's got a pink mailbox that she puts out front
Garbage in, garbage out; she's gettin' what she wants

Who's jealous, who's jealous, who's jealous, who's jealous of who?
If I get busy, then I couldn't care less what you do
But when I'm by ...",True,1420,262,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/jack_white/sixteen_saltines.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.939397
67,Queens of the Stone Age,"Sick, Sick, Sick",50,"Young, dumb, don't see a problem
Bloodshot, stare like a hoodlum
Simple as this: I'm in love with the risk
I know what I've done, but tell me what did I miss, so
Please don't save something
Waste not, save nothing
Lose the halo, don't need to resist
A lick of the lips and a grip on your hips, oh

Sick, sick, sick
Don't resist
Sick, sick, sick
Don't resist

First thing we succumb to
Shall erase and undo
Days of unrelease, if there's no police
Race to slip into whatever fits you
Make something, ma...",True,1454,259,/Users/maxfiep/Library/CloudStorage/GoogleDrive-pmaxfield@gmail.com/My Drive/git_personal/Pete_Sandbox_personal/last.fm/Lyrics_top_songs/cache/lyrics/queens_of_the_stone_age/sick_sick_sick.txt,2025-12-07T14:15:41.690602,2025-12-07T15:04:35.939673
